idx,act_tor,tar_tor,act_pos,tar_pos,diff_pos,tar_vel,act_vel,calc_vel,tar_accel,tar_power(W),act_power(W)
0,0.000,87.725,-0.001,0.000,0.000,56.549,0.000,-4.120,-113.097,86.581,0.000
1,-0.110,87.725,-0.002,0.014,-0.002,56.531,-1.030,-4.120,-113.082,86.554,0.002
2,-0.110,87.725,-0.002,0.028,-0.016,56.514,0.000,1.373,-113.067,86.527,-0.000
3,0.000,87.725,-0.001,0.042,-0.029,56.496,-1.030,2.747,-113.051,86.501,-0.000
4,-0.110,87.725,-0.003,0.057,-0.046,56.479,-2.403,-9.613,-113.036,86.474,0.005
5,-0.110,87.725,-0.002,0.071,-0.058,56.461,0.000,6.866,-113.021,86.447,-0.000
6,-0.219,87.725,-0.003,0.085,-0.073,56.444,-1.030,-4.120,-113.005,86.420,0.004
7,-0.329,87.725,-0.002,0.099,-0.087,56.426,-1.030,2.747,-112.990,86.393,0.006
8,-0.439,87.725,0.000,0.113,-0.099,56.409,3.433,8.240,-112.975,86.367,-0.026
9,-0.548,87.725,-0.001,0.127,-0.114,56.391,0.000,-4.120,-112.959,86.340,-0.000
10,-0.658,87.725,0.001,0.141,-0.126,56.374,3.433,6.866,-112.944,86.313,-0.039
11,-0.658,87.725,0.001,0.155,-0.140,56.356,3.433,2.747,-112.929,86.286,-0.039
12,-0.768,87.725,0.001,0.169,-0.155,56.339,0.000,-2.747,-112.914,86.259,-0.000
13,-0.877,87.725,0.000,0.183,-0.169,56.321,1.030,-2.747,-112.898,86.233,-0.016
14,-0.987,87.725,0.003,0.197,-0.180,56.304,2.747,13.733,-112.883,86.206,-0.047
15,-1.097,87.725,0.004,0.212,-0.194,56.286,2.403,1.373,-112.868,86.179,-0.046
16,-1.206,87.725,0.004,0.226,-0.208,56.269,3.090,0.000,-112.852,86.152,-0.065
17,-1.426,87.725,0.005,0.240,-0.220,56.251,5.150,5.493,-112.837,86.126,-0.128
18,-1.535,87.725,0.010,0.254,-0.230,56.234,6.523,19.226,-112.822,86.099,-0.175
19,-1.535,87.725,0.008,0.268,-0.246,56.216,4.463,-6.866,-112.807,86.072,-0.120
20,-1.645,87.725,0.012,0.282,-0.256,56.199,8.240,15.106,-112.791,86.045,-0.237
21,-1.754,87.725,0.013,0.296,-0.268,56.181,8.240,5.493,-112.776,86.019,-0.252
22,-1.645,87.725,0.016,0.310,-0.280,56.164,6.180,10.986,-112.761,85.992,-0.177
23,-1.645,87.725,0.020,0.324,-0.290,56.146,11.330,13.733,-112.746,85.965,-0.325
24,-1.426,87.725,0.022,0.338,-0.302,56.129,9.956,9.613,-112.730,85.938,-0.248
25,-1.097,87.725,0.025,0.352,-0.313,56.111,11.330,10.986,-112.715,85.912,-0.217
26,-0.658,87.725,0.029,0.366,-0.323,56.094,12.703,16.479,-112.700,85.885,-0.146
27,-0.110,87.725,0.032,0.380,-0.334,56.077,12.360,12.360,-112.685,85.858,-0.024
28,0.658,87.725,0.035,0.394,-0.345,56.059,13.390,13.733,-112.670,85.832,0.154
29,1.535,87.725,0.041,0.408,-0.354,56.042,15.793,20.599,-112.654,85.805,0.423
30,2.632,87.725,0.042,0.422,-0.366,56.024,13.390,6.866,-112.639,85.778,0.615
31,4.057,87.725,0.048,0.436,-0.374,56.007,16.136,23.346,-112.624,85.751,1.143
32,5.812,87.725,0.052,0.450,-0.384,55.989,16.823,16.479,-112.609,85.725,1.706
33,7.786,87.725,0.058,0.464,-0.392,55.972,17.509,23.346,-112.594,85.698,2.379
34,10.088,87.725,0.063,0.478,-0.401,55.955,20.599,19.226,-112.578,85.671,3.627
35,12.830,87.725,0.069,0.492,-0.409,55.937,21.286,26.093,-112.563,85.645,4.766
36,15.900,87.725,0.075,0.506,-0.417,55.920,23.003,23.346,-112.548,85.618,6.383
37,19.299,87.725,0.082,0.520,-0.424,55.902,24.033,27.466,-112.533,85.591,8.095
38,23.137,87.725,0.088,0.534,-0.432,55.885,25.063,23.346,-112.518,85.565,10.121
39,27.304,87.725,0.095,0.548,-0.439,55.867,26.093,30.212,-112.503,85.538,12.434
40,31.800,87.725,0.103,0.562,-0.445,55.850,27.809,30.212,-112.487,85.511,15.435
41,36.516,87.725,0.111,0.576,-0.451,55.833,29.182,32.959,-112.472,85.485,18.598
42,41.340,87.725,0.118,0.590,-0.458,55.815,30.556,28.839,-112.457,85.458,22.047
43,46.056,87.725,0.126,0.604,-0.464,55.798,30.899,31.586,-112.442,85.432,24.837
44,50.880,87.725,0.137,0.618,-0.467,55.780,33.989,42.572,-112.427,85.405,30.183
45,55.157,87.725,0.142,0.632,-0.476,55.763,30.899,20.599,-112.412,85.378,29.746
46,58.885,87.725,0.151,0.646,-0.480,55.746,32.959,37.079,-112.396,85.352,33.873
47,61.736,87.725,0.164,0.660,-0.482,55.728,37.766,50.812,-112.381,85.325,40.693
48,63.930,87.725,0.173,0.674,-0.487,55.711,36.049,35.706,-112.366,85.298,40.223
49,65.574,87.725,0.183,0.687,-0.491,55.694,40.855,39.825,-112.351,85.272,46.759
50,66.561,87.725,0.196,0.701,-0.492,55.676,44.289,50.812,-112.336,85.245,51.451
51,66.781,87.725,0.205,0.715,-0.497,55.659,40.512,35.706,-112.321,85.219,47.219
52,66.123,87.725,0.213,0.729,-0.502,55.641,39.825,32.959,-112.306,85.192,45.961
53,65.026,87.725,0.225,0.743,-0.504,55.624,41.885,48.065,-112.291,85.165,47.537
54,62.833,87.725,0.238,0.757,-0.506,55.607,41.885,50.812,-112.276,85.139,45.933
55,60.092,87.725,0.246,0.771,-0.511,55.589,41.542,34.332,-112.260,85.112,43.569
56,56.473,87.725,0.259,0.785,-0.512,55.572,45.662,49.438,-112.245,85.086,45.006
57,52.306,87.725,0.272,0.799,-0.513,55.555,46.692,52.185,-112.230,85.059,42.626
58,47.700,87.725,0.284,0.813,-0.515,55.537,46.005,48.065,-112.215,85.033,38.301
59,42.437,87.725,0.292,0.826,-0.520,55.520,46.005,34.332,-112.200,85.006,34.074
60,36.625,87.725,0.306,0.840,-0.521,55.503,47.035,53.558,-112.185,84.980,30.066
61,30.155,87.725,0.319,0.854,-0.521,55.485,47.722,54.932,-112.170,84.953,25.117
62,23.247,87.725,0.332,0.868,-0.522,55.468,48.752,52.185,-112.155,84.926,19.781
63,16.229,87.725,0.343,0.882,-0.525,55.451,51.155,43.945,-112.140,84.900,14.490
64,9.211,87.725,0.355,0.896,-0.527,55.433,49.438,46.692,-112.125,84.873,7.948
65,2.632,87.725,0.369,0.910,-0.526,55.416,50.125,57.678,-112.110,84.847,2.302
66,-3.290,87.725,0.380,0.924,-0.529,55.399,48.065,43.945,-112.095,84.820,-2.760
67,-8.334,87.725,0.392,0.937,-0.531,55.381,49.095,48.065,-112.080,84.794,-7.141
68,-11.624,87.725,0.406,0.951,-0.531,55.364,51.498,56.305,-112.065,84.767,-10.447
69,-12.939,87.725,0.421,0.965,-0.531,55.347,51.155,56.305,-112.050,84.741,-11.553
70,-11.953,87.725,0.432,0.979,-0.533,55.329,51.498,45.319,-112.035,84.714,-10.743
71,-8.663,84.216,0.449,0.993,-0.530,55.312,56.648,68.665,-112.020,81.300,-8.565
72,-2.851,87.725,0.462,1.007,-0.531,55.295,55.275,50.812,-112.005,84.661,-2.751
73,5.483,87.725,0.474,1.020,-0.532,55.277,53.558,49.438,-111.990,84.635,5.125
74,16.010,81.913,0.489,1.034,-0.531,55.260,57.335,60.425,-111.974,79.003,16.021
75,28.182,81.255,0.506,1.048,-0.528,55.243,57.335,68.665,-111.959,78.344,28.201
76,41.560,77.746,0.520,1.062,-0.528,55.226,58.365,54.932,-111.944,74.937,42.335
77,54.170,69.303,0.535,1.076,-0.527,55.208,60.768,59.052,-111.929,66.778,57.453
78,64.149,64.149,0.551,1.089,-0.524,55.191,62.141,65.918,-111.914,61.792,69.574
79,71.167,62.285,0.569,1.103,-0.521,55.174,62.485,70.038,-111.900,59.978,77.612
80,75.224,65.903,0.582,1.117,-0.522,55.156,61.455,50.812,-111.885,63.443,80.685
81,75.882,60.750,0.598,1.131,-0.519,55.139,62.828,64.545,-111.870,58.463,83.209
82,73.689,52.854,0.616,1.145,-0.515,55.122,64.888,74.158,-111.855,50.849,83.453
83,69.193,57.131,0.632,1.158,-0.512,55.105,63.515,64.545,-111.840,54.946,76.703
84,62.614,51.100,0.647,1.172,-0.512,55.087,65.231,57.678,-111.825,49.130,71.286
85,54.828,37.173,0.667,1.186,-0.505,55.070,69.008,79.651,-111.810,35.729,66.036
86,45.398,36.296,0.685,1.200,-0.501,55.053,69.008,74.158,-111.795,34.875,54.678
87,34.871,48.029,0.698,1.213,-0.502,55.036,65.575,50.812,-111.780,46.135,39.909
88,22.699,42.985,0.714,1.227,-0.500,55.018,66.948,63.171,-111.765,41.277,26.523
89,10.856,29.607,0.737,1.241,-0.490,55.001,70.381,93.384,-111.750,28.421,13.335
90,0.329,38.599,0.753,1.255,-0.488,54.984,67.635,63.171,-111.735,37.041,0.388
91,-8.444,37.393,0.766,1.268,-0.489,54.967,67.978,52.185,-111.720,35.873,-10.018
92,-14.584,17.435,0.787,1.282,-0.481,54.949,73.471,85.144,-111.705,16.721,-18.702
93,-17.764,39.038,0.804,1.296,-0.478,54.932,66.948,67.291,-111.690,37.427,-20.757
94,-16.997,45.946,0.818,1.310,-0.478,54.915,64.888,54.932,-111.675,44.037,-19.249
95,-12.720,23.905,0.837,1.323,-0.473,54.898,71.068,76.904,-111.660,22.905,-15.778
96,-5.154,34.871,0.855,1.337,-0.468,54.880,67.635,71.411,-111.645,33.401,-6.084
97,5.702,37.941,0.871,1.351,-0.466,54.863,66.605,63.171,-111.630,36.330,6.629
98,19.080,20.725,0.889,1.365,-0.462,54.846,71.411,74.158,-111.616,19.839,23.781
99,32.678,16.010,0.909,1.378,-0.455,54.829,72.441,81.024,-111.601,15.320,41.315
100,44.630,10.308,0.929,1.392,-0.450,54.812,73.814,76.904,-111.586,9.861,57.497
101,53.293,11.185,0.944,1.406,-0.448,54.794,73.471,61.798,-111.571,10.697,68.338
102,57.679,9.101,0.963,1.419,-0.443,54.777,73.814,75.531,-111.556,8.701,74.308
103,57.789,-1.864,0.986,1.433,-0.433,54.760,76.561,92.010,-111.541,-1.782,77.220
104,54.609,3.180,1.004,1.447,-0.429,54.743,74.844,70.038,-111.526,3.038,71.334
105,48.907,-6.908,1.022,1.460,-0.425,54.725,77.591,72.784,-111.511,-6.598,66.230
106,41.669,-7.786,1.041,1.474,-0.420,54.708,77.591,75.531,-111.496,-7.434,56.429
107,33.007,-2.083,1.062,1.488,-0.413,54.691,75.531,83.771,-111.482,-1.989,43.511
108,23.247,11.843,1.075,1.501,-0.413,54.674,71.411,53.558,-111.467,11.301,28.974
109,12.391,12.172,1.093,1.515,-0.409,54.657,71.068,71.411,-111.452,11.611,15.370
110,2.303,-8.224,1.117,1.529,-0.398,54.640,76.561,97.504,-111.437,-7.843,3.077
111,-6.141,1.316,1.135,1.542,-0.394,54.622,73.471,71.411,-111.422,1.254,-7.874
112,-12.391,-12.062,1.152,1.556,-0.390,54.605,77.248,68.665,-111.407,-11.496,-16.706
113,-15.790,-32.458,1.176,1.570,-0.381,54.588,82.741,93.384,-111.393,-30.924,-22.803
114,-16.339,-11.075,1.193,1.583,-0.376,54.571,76.218,71.411,-111.378,-10.549,-21.735
115,-13.707,-5.702,1.210,1.597,-0.374,54.554,74.501,64.545,-111.363,-5.429,-17.823
116,-8.663,-21.054,1.231,1.611,-0.366,54.536,78.621,85.144,-111.348,-20.040,-11.887
117,-1.426,-17.874,1.253,1.624,-0.358,54.519,77.248,87.891,-111.333,-17.008,-1.922
118,8.115,-12.501,1.269,1.638,-0.355,54.502,75.531,64.545,-111.318,-11.891,10.697
119,17.874,-25.221,1.288,1.652,-0.349,54.485,78.964,78.278,-111.304,-23.984,24.634
120,26.098,-21.712,1.308,1.665,-0.343,54.468,77.591,79.651,-111.289,-20.640,35.343
121,31.471,-19.519,1.329,1.679,-0.336,54.451,76.561,83.771,-111.274,-18.550,42.053
122,33.884,-21.273,1.346,1.692,-0.333,54.433,76.904,65.918,-111.259,-20.211,45.480
123,33.335,-23.576,1.366,1.706,-0.327,54.416,77.248,79.651,-111.244,-22.391,44.944
124,30.594,-36.954,1.389,1.720,-0.317,54.399,80.681,93.384,-111.230,-35.086,43.081
125,26.537,-40.682,1.411,1.733,-0.309,54.382,81.367,86.517,-111.215,-38.614,37.686
126,21.602,-44.959,1.428,1.747,-0.305,54.365,82.397,70.038,-111.200,-42.659,31.066
127,15.790,-49.784,1.449,1.760,-0.298,54.348,83.427,83.771,-111.185,-47.222,22.992
128,9.211,-42.876,1.470,1.774,-0.290,54.331,81.024,83.771,-111.170,-40.657,13.026
129,2.632,-20.944,1.485,1.788,-0.289,54.314,74.501,60.425,-111.156,-19.854,3.422
130,-3.619,-29.059,1.505,1.801,-0.283,54.296,76.561,78.278,-111.141,-27.538,-4.835
131,-8.224,-42.656,1.529,1.815,-0.272,54.279,79.994,97.504,-111.126,-40.411,-11.482
132,-10.856,-27.962,1.546,1.828,-0.269,54.262,75.531,65.918,-111.111,-26.482,-14.311
133,-11.733,-43.095,1.565,1.842,-0.263,54.245,79.651,76.904,-111.097,-40.800,-16.311
134,-11.295,-51.538,1.586,1.855,-0.255,54.228,81.711,86.517,-111.082,-48.779,-16.107
135,-9.869,-30.046,1.604,1.869,-0.251,54.211,75.188,71.411,-111.067,-28.428,-12.951
136,-6.908,-23.247,1.619,1.882,-0.250,54.194,73.128,57.678,-111.052,-21.988,-8.817
137,-3.070,-30.484,1.640,1.896,-0.243,54.177,74.844,83.771,-111.038,-28.825,-4.011
138,1.316,-31.910,1.661,1.910,-0.235,54.159,74.844,86.517,-111.023,-30.163,1.719
139,5.921,-30.265,1.679,1.923,-0.231,54.142,74.158,68.665,-111.008,-28.599,7.664
140,10.198,-42.656,1.696,1.937,-0.227,54.125,77.591,71.411,-110.994,-40.296,13.810
141,13.049,-46.494,1.718,1.950,-0.219,54.108,78.278,86.517,-110.979,-43.908,17.828
142,14.255,-46.714,1.739,1.964,-0.211,54.091,77.934,85.144,-110.964,-44.101,19.390
143,14.036,-36.296,1.753,1.977,-0.210,54.074,74.844,56.305,-110.949,-34.255,18.335
144,12.610,-37.064,1.771,1.991,-0.206,54.057,74.844,71.411,-110.935,-34.969,16.473
145,10.527,-33.664,1.791,2.004,-0.199,54.040,73.471,81.024,-110.920,-31.751,13.499
146,8.444,-28.840,1.811,2.018,-0.193,54.023,71.754,78.278,-110.905,-27.192,10.574
147,6.031,-32.678,1.826,2.031,-0.192,54.006,72.784,60.425,-110.891,-30.801,7.661
148,3.180,-44.520,1.847,2.045,-0.184,53.989,75.874,83.771,-110.876,-41.951,4.211
149,0.219,-44.520,1.867,2.058,-0.178,53.972,75.531,79.651,-110.861,-41.937,0.289
150,-2.632,-23.576,1.880,2.072,-0.178,53.954,69.351,53.558,-110.847,-22.201,-3.185
151,-5.154,-34.871,1.899,2.085,-0.173,53.937,72.441,72.784,-110.832,-32.827,-6.516
152,-6.689,-39.915,1.921,2.099,-0.165,53.920,73.471,87.891,-110.817,-37.563,-8.577
153,-7.457,-22.699,1.935,2.112,-0.163,53.903,68.321,59.052,-110.803,-21.355,-8.892
154,-7.895,-32.568,1.951,2.126,-0.161,53.886,71.068,64.545,-110.788,-30.630,-9.793
155,-8.005,-41.998,1.972,2.139,-0.154,53.869,73.471,82.397,-110.773,-39.487,-10.265
156,-7.566,-26.317,1.989,2.153,-0.150,53.852,68.665,68.665,-110.759,-24.736,-9.068
157,-6.250,-20.396,2.002,2.166,-0.150,53.835,66.948,52.185,-110.744,-19.164,-7.303
158,-4.277,-32.020,2.021,2.179,-0.145,53.818,70.038,76.904,-110.729,-30.076,-5.228
159,-2.412,-21.054,2.039,2.193,-0.141,53.801,66.605,68.665,-110.715,-19.770,-2.804
160,-0.219,-19.190,2.055,2.206,-0.138,53.784,65.918,65.918,-110.700,-18.014,-0.252
161,1.974,-35.200,2.073,2.220,-0.134,53.767,70.381,70.038,-110.685,-33.032,2.425
162,3.619,-32.568,2.091,2.233,-0.129,53.750,69.351,72.784,-110.671,-30.552,4.380
163,4.825,-34.432,2.108,2.247,-0.125,53.733,69.695,70.038,-110.656,-32.291,5.869
164,5.263,-25.221,2.122,2.260,-0.125,53.716,66.948,54.932,-110.642,-23.645,6.150
165,5.154,-22.260,2.139,2.274,-0.122,53.699,65.918,65.918,-110.627,-20.863,5.929
166,4.606,-31.800,2.159,2.287,-0.114,53.682,68.321,82.397,-110.612,-29.794,5.492
167,4.057,-27.633,2.175,2.300,-0.112,53.665,66.948,64.545,-110.598,-25.882,4.741
168,3.399,-38.818,2.192,2.314,-0.108,53.648,70.038,67.291,-110.583,-36.347,4.155
169,2.412,-38.160,2.208,2.327,-0.106,53.631,69.695,64.545,-110.568,-35.719,2.934
170,1.097,-30.813,2.226,2.341,-0.101,53.614,67.291,72.784,-110.554,-28.833,1.288
171,-0.548,-17.874,2.239,2.354,-0.102,53.597,63.515,49.438,-110.539,-16.720,-0.608
172,-2.193,-12.281,2.254,2.367,-0.100,53.580,61.798,60.425,-110.525,-11.485,-2.365
173,-3.509,-22.699,2.273,2.381,-0.095,53.563,64.545,75.531,-110.510,-21.220,-3.953
174,-4.277,-12.501,2.288,2.394,-0.093,53.546,61.455,60.425,-110.496,-11.683,-4.587
175,-4.715,-9.869,2.300,2.408,-0.095,53.529,60.768,46.692,-110.481,-9.220,-5.001
176,-5.154,-23.795,2.318,2.421,-0.089,53.512,64.545,75.531,-110.466,-22.224,-5.806
177,-5.592,-11.295,2.334,2.434,-0.087,53.495,60.768,60.425,-110.452,-10.545,-5.931
178,-5.592,-4.277,2.347,2.448,-0.088,53.478,58.708,52.185,-110.437,-3.992,-5.730
179,-5.263,-19.957,2.363,2.461,-0.085,53.461,63.171,64.545,-110.423,-18.622,-5.803
180,-4.496,-13.597,2.380,2.474,-0.082,53.444,61.111,67.291,-110.408,-12.683,-4.795
181,-3.180,-10.308,2.394,2.488,-0.081,53.427,60.081,56.305,-110.394,-9.612,-3.335
182,-1.316,-18.861,2.409,2.501,-0.079,53.410,62.485,61.798,-110.379,-17.582,-1.435
183,0.329,-19.409,2.425,2.515,-0.076,53.393,62.485,64.545,-110.365,-18.087,0.359
184,1.974,-12.720,2.440,2.528,-0.075,53.376,60.425,59.052,-110.350,-11.850,2.082
185,3.290,-10.417,2.453,2.541,-0.074,53.359,59.738,53.558,-110.336,-9.702,3.430
186,4.277,-7.128,2.468,2.555,-0.073,53.342,58.708,57.678,-110.321,-6.636,4.382
187,4.496,-5.263,2.483,2.568,-0.071,53.325,58.022,61.798,-110.306,-4.899,4.553
188,4.386,-4.277,2.498,2.581,-0.070,53.308,57.678,57.678,-110.292,-3.979,4.416
189,4.167,-4.386,2.511,2.595,-0.070,53.291,57.678,53.558,-110.277,-4.080,4.195
190,4.057,-3.399,2.525,2.608,-0.069,53.274,57.335,56.305,-110.263,-3.161,4.060
191,4.057,-6.250,2.541,2.621,-0.067,53.257,58.022,64.545,-110.248,-5.810,4.109
192,3.728,-1.645,2.554,2.634,-0.067,53.240,56.648,52.185,-110.234,-1.528,3.686
193,2.961,1.864,2.567,2.648,-0.068,53.223,55.618,49.438,-110.219,1.732,2.874
194,1.754,-12.939,2.585,2.661,-0.063,53.206,59.738,72.784,-110.205,-12.016,1.829
195,0.439,-3.619,2.598,2.674,-0.063,53.190,56.992,53.558,-110.191,-3.359,0.436
196,-1.097,-1.206,2.611,2.688,-0.064,53.173,56.305,49.438,-110.176,-1.119,-1.078
197,-2.522,-12.172,2.626,2.701,-0.062,53.156,59.395,61.798,-110.162,-11.292,-2.614
198,-3.619,2.851,2.640,2.714,-0.061,53.139,54.932,54.932,-110.147,2.644,-3.469
199,-4.167,10.088,2.651,2.728,-0.063,53.122,52.872,45.319,-110.133,9.353,-3.845
200,-4.386,0.439,2.666,2.741,-0.061,53.105,55.618,60.425,-110.118,0.407,-4.258
201,-4.496,7.347,2.680,2.754,-0.061,53.088,53.558,53.558,-110.104,6.807,-4.203
202,-4.057,10.856,2.692,2.767,-0.062,53.071,52.528,50.812,-110.089,10.056,-3.720
203,-3.399,3.838,2.706,2.781,-0.062,53.054,54.588,53.558,-110.075,3.554,-3.239
204,-2.303,3.399,2.721,2.794,-0.060,53.037,54.588,60.425,-110.060,3.147,-2.194
205,-0.548,-1.426,2.736,2.807,-0.058,53.020,55.962,59.052,-110.046,-1.319,-0.536
206,1.645,2.193,2.747,2.820,-0.060,53.003,54.932,46.692,-110.031,2.029,1.577
207,3.948,7.018,2.759,2.834,-0.061,52.987,53.558,48.065,-110.017,6.490,3.690
208,6.141,-0.658,2.776,2.847,-0.057,52.970,55.618,68.665,-110.003,-0.608,5.961
209,8.115,7.457,2.789,2.860,-0.058,52.953,53.215,49.438,-109.988,6.891,7.537
210,9.759,1.535,2.802,2.873,-0.058,52.936,54.932,53.558,-109.974,1.418,9.357
211,11.185,-12.939,2.818,2.887,-0.055,52.919,59.052,64.545,-109.959,-11.951,11.528
212,11.843,-0.110,2.832,2.900,-0.055,52.902,55.275,53.558,-109.945,-0.101,11.425
213,12.172,6.031,2.842,2.913,-0.057,52.885,53.558,42.572,-109.931,5.567,11.378
214,11.733,3.509,2.856,2.926,-0.057,52.868,54.245,56.305,-109.916,3.238,11.108
215,10.856,7.786,2.871,2.939,-0.055,52.851,52.872,59.052,-109.902,7.182,10.018
216,9.650,11.404,2.884,2.953,-0.056,52.835,51.842,49.438,-109.887,10.516,8.731
217,8.663,8.115,2.895,2.966,-0.057,52.818,52.872,46.692,-109.873,7.480,7.994
218,7.786,10.417,2.909,2.979,-0.057,52.801,52.185,53.558,-109.859,9.600,7.091
219,6.689,12.501,2.923,2.992,-0.056,52.784,51.498,56.305,-109.844,11.516,6.012
220,5.263,18.751,2.933,3.006,-0.059,52.767,49.782,42.572,-109.830,17.269,4.573
221,3.509,6.689,2.948,3.019,-0.057,52.750,53.215,60.425,-109.815,6.158,3.259
222,1.535,5.373,2.962,3.032,-0.057,52.733,53.558,54.932,-109.801,4.945,1.435
223,-0.439,14.913,2.974,3.045,-0.058,52.717,50.812,45.319,-109.787,13.721,-0.389
224,-2.303,4.277,2.987,3.058,-0.058,52.700,53.902,54.932,-109.772,3.934,-2.166
225,-3.948,1.426,3.003,3.071,-0.055,52.683,54.588,63.171,-109.758,1.311,-3.761
226,-4.825,0.000,3.017,3.085,-0.054,52.666,54.932,56.305,-109.744,0.000,-4.626
227,-5.154,1.535,3.028,3.098,-0.056,52.649,54.588,43.945,-109.729,1.411,-4.910
228,-4.935,3.838,3.041,3.111,-0.057,52.632,53.902,52.185,-109.715,3.526,-4.642
229,-4.277,5.812,3.056,3.124,-0.055,52.616,53.215,60.425,-109.701,5.337,-3.972
230,-3.180,6.799,3.070,3.137,-0.054,52.599,52.872,54.932,-109.686,6.241,-2.934
231,-1.864,3.399,3.082,3.150,-0.055,52.582,53.902,48.065,-109.672,3.120,-1.754
232,-0.110,2.193,3.095,3.164,-0.055,52.565,54.245,53.558,-109.658,2.012,-0.104
233,2.193,7.895,3.109,3.177,-0.055,52.548,52.528,53.558,-109.643,7.241,2.011
234,4.825,15.133,3.120,3.190,-0.056,52.531,50.468,46.692,-109.629,13.874,4.250
235,7.566,7.895,3.135,3.203,-0.055,52.515,52.528,56.305,-109.615,7.236,6.937
236,10.088,1.645,3.150,3.216,-0.053,52.498,54.245,60.425,-109.600,1.507,9.551
237,12.391,8.882,3.161,3.229,-0.055,52.481,52.185,45.319,-109.586,8.136,11.286
238,14.804,11.514,3.172,3.242,-0.057,52.464,51.498,43.945,-109.572,10.543,13.306
239,16.448,7.676,3.187,3.255,-0.055,52.447,52.528,60.425,-109.557,7.026,15.080
240,17.326,14.584,3.200,3.269,-0.055,52.431,50.468,52.185,-109.543,13.346,15.261
241,17.106,24.673,3.209,3.282,-0.060,52.414,47.722,34.332,-109.529,22.570,14.248
242,16.777,10.198,3.224,3.295,-0.058,52.397,51.842,60.425,-109.515,9.326,15.180
243,16.119,12.281,3.238,3.308,-0.056,52.380,51.155,57.678,-109.500,11.228,14.392
244,15.242,13.488,3.251,3.321,-0.057,52.363,50.812,50.812,-109.486,12.327,13.517
245,14.255,5.592,3.262,3.334,-0.059,52.347,53.215,43.945,-109.472,5.109,13.240
246,12.830,6.470,3.277,3.347,-0.057,52.330,52.872,59.052,-109.458,5.909,11.839
247,11.185,11.075,3.290,3.360,-0.057,52.313,51.498,52.185,-109.443,10.112,10.053
248,9.101,16.010,3.301,3.373,-0.059,52.296,50.125,45.319,-109.429,14.613,7.962
249,6.799,15.023,3.312,3.386,-0.061,52.279,50.468,45.319,-109.415,13.708,5.989
250,4.167,6.141,3.330,3.399,-0.057,52.263,52.872,68.665,-109.400,5.601,3.845
251,1.645,19.519,3.339,3.412,-0.061,52.246,49.095,37.079,-109.386,17.798,1.409
252,-0.768,6.250,3.354,3.425,-0.059,52.229,52.872,60.425,-109.372,5.698,-0.708
253,-2.851,4.057,3.366,3.439,-0.060,52.212,53.558,48.065,-109.358,3.697,-2.665
254,-4.496,19.299,3.379,3.452,-0.060,52.196,49.095,50.812,-109.344,17.582,-3.852
255,-5.592,17.435,3.389,3.465,-0.063,52.179,49.782,39.825,-109.329,15.878,-4.859
256,-5.921,19.409,3.403,3.478,-0.062,52.162,49.095,57.678,-109.315,17.670,-5.074
257,-5.483,14.694,3.416,3.491,-0.061,52.145,50.468,53.558,-109.301,13.373,-4.829
258,-4.496,14.694,3.429,3.504,-0.062,52.129,50.468,50.812,-109.287,13.369,-3.960
259,-2.961,5.263,3.442,3.517,-0.062,52.112,53.215,50.812,-109.272,4.787,-2.750
260,-0.877,7.457,3.456,3.530,-0.061,52.095,52.528,54.932,-109.258,6.780,-0.804
261,1.645,9.759,3.468,3.543,-0.062,52.078,51.842,50.812,-109.244,8.871,1.488
262,4.715,18.422,3.479,3.556,-0.064,52.062,49.438,41.199,-109.230,16.739,4.069
263,8.005,15.900,3.492,3.569,-0.064,52.045,50.125,53.558,-109.216,14.443,7.003
264,11.404,14.475,3.506,3.582,-0.063,52.028,50.468,56.305,-109.201,13.144,10.045
265,14.584,14.475,3.519,3.595,-0.063,52.011,50.468,50.812,-109.187,13.140,12.846
266,17.655,9.979,3.530,3.608,-0.064,51.995,51.842,46.692,-109.173,9.055,15.974
267,20.067,12.391,3.543,3.621,-0.065,51.978,51.155,50.812,-109.159,11.241,17.916
268,21.712,12.062,3.557,3.634,-0.064,51.961,51.155,56.305,-109.145,10.939,19.385
269,22.699,12.062,3.570,3.647,-0.064,51.944,51.155,50.812,-109.131,10.936,20.266
270,22.589,7.347,3.583,3.660,-0.064,51.928,52.528,52.185,-109.116,6.659,20.710
271,21.931,4.825,3.596,3.673,-0.064,51.911,53.215,53.558,-109.102,4.371,20.369
272,20.506,8.334,3.609,3.686,-0.063,51.894,52.185,52.185,-109.088,7.548,18.677
273,18.861,7.128,3.622,3.699,-0.063,51.878,52.528,52.185,-109.074,6.454,17.292
274,16.997,3.290,3.636,3.712,-0.062,51.861,53.558,56.305,-109.060,2.978,15.888
275,14.913,1.974,3.650,3.725,-0.062,51.844,53.902,54.932,-109.046,1.786,14.030
276,12.830,10.527,3.661,3.738,-0.064,51.828,51.498,42.572,-109.031,9.522,11.532
277,10.308,10.417,3.674,3.751,-0.064,51.811,51.498,52.185,-109.017,9.420,9.265
278,7.566,6.470,3.689,3.764,-0.062,51.794,52.528,60.425,-109.003,5.848,6.937
279,4.606,5.044,3.703,3.777,-0.060,51.777,52.872,56.305,-108.989,4.558,4.250
280,1.864,10.308,3.712,3.789,-0.064,51.761,51.498,37.079,-108.975,9.312,1.676
