idx,act_tor,tar_tor,act_pos,tar_pos,diff_pos,tar_vel,act_vel,calc_vel,tar_accel,tar_power(W),act_power(W)
5886,-6.908,-9.650,20.518,20.482,0.029,-25.720,-25.063,-24.719,-44.765,4.332,3.022
5887,-6.360,-13.488,20.513,20.475,0.031,-25.732,-24.033,-17.853,-44.739,6.057,2.668
5888,-5.812,-12.062,20.505,20.469,0.029,-25.744,-24.376,-32.959,-44.713,5.420,2.473
5889,-5.263,-9.869,20.499,20.463,0.030,-25.756,-25.063,-24.719,-44.687,4.436,2.302
5890,-4.606,-13.597,20.494,20.456,0.031,-25.768,-24.033,-20.599,-44.662,6.115,1.932
5891,-4.057,-2.961,20.486,20.450,0.030,-25.781,-27.122,-30.212,-44.636,1.332,1.921
5892,-3.399,-14.913,20.481,20.443,0.032,-25.793,-23.689,-19.226,-44.610,6.713,1.405
5893,-2.851,-11.295,20.474,20.437,0.031,-25.805,-24.719,-28.839,-44.584,5.087,1.230
5894,-2.193,-10.417,20.469,20.430,0.032,-25.817,-25.063,-21.973,-44.558,4.694,0.959
5895,-1.645,-21.273,20.464,20.424,0.034,-25.829,-21.973,-17.853,-44.532,9.590,0.631
5896,-1.206,-13.049,20.457,20.417,0.033,-25.841,-24.376,-28.839,-44.506,5.885,0.513
5897,-0.768,-9.211,20.449,20.411,0.031,-25.854,-25.406,-32.959,-44.480,4.156,0.340
5898,-0.439,-10.637,20.443,20.405,0.032,-25.866,-25.063,-20.599,-44.454,4.802,0.192
5899,-0.219,-7.347,20.438,20.398,0.033,-25.878,-26.093,-21.973,-44.428,3.318,0.100
5900,-0.110,-8.553,20.431,20.392,0.033,-25.890,-25.749,-27.466,-44.402,3.865,0.049
5901,0.000,-15.571,20.425,20.385,0.033,-25.902,-23.689,-24.719,-44.376,7.039,-0.000
5902,-0.110,-12.172,20.419,20.379,0.034,-25.914,-24.719,-24.719,-44.350,5.505,0.047
5903,-0.110,-12.391,20.413,20.372,0.035,-25.926,-24.719,-21.973,-44.324,5.607,0.047
5904,-0.219,-9.979,20.406,20.366,0.034,-25.939,-25.406,-30.212,-44.298,4.517,0.097
5905,-0.548,-7.566,20.399,20.359,0.033,-25.951,-26.093,-27.466,-44.272,3.427,0.250
5906,-0.987,-3.948,20.392,20.353,0.032,-25.963,-27.122,-28.839,-44.246,1.789,0.467
5907,-1.645,-10.308,20.388,20.346,0.035,-25.975,-25.406,-15.106,-44.220,4.673,0.729
5908,-2.193,-8.992,20.380,20.340,0.034,-25.987,-25.749,-31.586,-44.194,4.078,0.986
5909,-2.961,-5.263,20.372,20.333,0.032,-25.999,-26.779,-31.586,-44.167,2.388,1.384
5910,-3.619,-6.360,20.365,20.327,0.032,-26.011,-26.436,-27.466,-44.141,2.887,1.670
5911,-4.496,-1.974,20.360,20.320,0.033,-26.023,-27.809,-20.599,-44.115,0.896,2.182
5912,-5.263,-6.689,20.354,20.314,0.033,-26.035,-26.436,-26.093,-44.089,3.040,2.429
5913,-6.250,-5.263,20.345,20.307,0.032,-26.048,-26.779,-32.959,-44.063,2.393,2.921
5914,-7.237,-7.676,20.339,20.301,0.032,-26.060,-26.093,-24.719,-44.036,3.491,3.296
5915,-8.115,-8.005,20.334,20.294,0.033,-26.072,-26.093,-20.599,-44.010,3.643,3.695
5916,-9.101,-10.527,20.328,20.288,0.034,-26.084,-25.406,-23.346,-43.984,4.792,4.036
5917,-10.198,-21.273,20.323,20.281,0.035,-26.096,-22.316,-20.599,-43.958,9.689,3.972
5918,-11.075,-7.895,20.313,20.275,0.032,-26.108,-26.093,-39.825,-43.931,3.598,5.044
5919,-12.062,0.329,20.305,20.268,0.031,-26.120,-28.496,-30.212,-43.905,-0.150,5.999
5920,-13.049,-5.812,20.301,20.262,0.033,-26.132,-26.779,-16.479,-43.879,2.651,6.099
5921,-14.036,7.237,20.292,20.255,0.031,-26.144,-30.556,-35.706,-43.852,-3.302,7.485
5922,-14.694,-8.005,20.287,20.248,0.032,-26.156,-26.093,-21.973,-43.826,3.654,6.692
5923,-14.913,-15.242,20.281,20.242,0.033,-26.169,-24.033,-21.973,-43.800,6.962,6.255
5924,-14.804,-7.128,20.275,20.235,0.033,-26.181,-26.436,-26.093,-43.773,3.257,6.830
5925,-14.475,-1.864,20.265,20.229,0.029,-26.193,-27.809,-41.199,-43.747,0.852,7.025
5926,-14.365,6.360,20.257,20.222,0.028,-26.205,-30.212,-31.586,-43.720,-2.909,7.575
5927,-14.475,11.075,20.250,20.216,0.028,-26.217,-31.586,-27.466,-43.694,-5.068,7.979
5928,-14.584,9.869,20.244,20.209,0.028,-26.229,-31.242,-24.719,-43.668,-4.518,7.953
5929,-14.146,-7.895,20.239,20.203,0.029,-26.241,-26.093,-20.599,-43.641,3.616,6.442
5930,-13.268,-5.263,20.230,20.196,0.027,-26.253,-26.779,-34.332,-43.615,2.412,6.201
5931,-12.062,-2.741,20.222,20.190,0.026,-26.265,-27.466,-30.212,-43.588,1.257,5.782
5932,-11.075,-11.514,20.219,20.183,0.029,-26.277,-25.063,-15.106,-43.562,5.281,4.845
5933,-10.308,-4.386,20.211,20.176,0.028,-26.289,-27.122,-28.839,-43.535,2.013,4.879
5934,-9.869,-2.851,20.202,20.170,0.026,-26.301,-27.466,-35.706,-43.509,1.309,4.731
5935,-9.430,-11.295,20.197,20.163,0.028,-26.313,-25.063,-20.599,-43.482,5.187,4.125
5936,-8.992,-4.496,20.191,20.157,0.028,-26.325,-27.122,-23.346,-43.455,2.066,4.257
5937,-8.772,-10.527,20.186,20.150,0.029,-26.337,-25.406,-21.973,-43.429,4.839,3.890
5938,-8.334,-12.610,20.178,20.143,0.028,-26.349,-24.719,-32.959,-43.402,5.799,3.596
5939,-7.895,-11.733,20.172,20.137,0.029,-26.361,-25.063,-21.973,-43.376,5.398,3.454
5940,-7.457,-0.877,20.163,20.130,0.026,-26.373,-28.152,-35.706,-43.349,0.404,3.664
5941,-7.128,-4.715,20.159,20.124,0.029,-26.385,-27.122,-17.853,-43.322,2.171,3.374
5942,-6.799,-9.430,20.152,20.117,0.028,-26.397,-25.749,-27.466,-43.296,4.345,3.055
5943,-6.360,-2.303,20.144,20.110,0.027,-26.409,-27.809,-30.212,-43.269,1.061,3.087
5944,-5.921,-16.668,20.140,20.104,0.029,-26.421,-23.689,-19.226,-43.242,7.686,2.448
5945,-5.373,-8.444,20.133,20.097,0.029,-26.433,-26.093,-27.466,-43.215,3.895,2.447
5946,-4.715,-3.509,20.125,20.091,0.027,-26.445,-27.466,-32.959,-43.189,1.620,2.260
5947,-4.167,-4.715,20.117,20.084,0.027,-26.457,-27.122,-28.839,-43.162,2.177,1.973
5948,-3.509,4.715,20.110,20.077,0.026,-26.469,-29.869,-30.212,-43.135,-2.178,1.829
5949,-2.961,-2.522,20.105,20.071,0.028,-26.481,-27.809,-19.226,-43.108,1.166,1.437
5950,-2.303,-8.444,20.098,20.064,0.028,-26.493,-26.093,-26.093,-43.082,3.904,1.049
5951,-1.754,-10.856,20.092,20.058,0.028,-26.505,-25.406,-26.093,-43.055,5.022,0.778
5952,-1.316,-10.746,20.084,20.051,0.027,-26.517,-25.406,-30.212,-43.028,4.974,0.583
5953,-0.877,-7.457,20.079,20.044,0.028,-26.529,-26.436,-23.346,-43.001,3.453,0.405
5954,-0.548,-7.457,20.072,20.038,0.028,-26.541,-26.436,-26.093,-42.974,3.454,0.253
5955,-0.219,-5.044,20.065,20.031,0.027,-26.553,-27.122,-28.839,-42.947,2.338,0.104
5956,-0.110,-4.935,20.057,20.024,0.026,-26.565,-27.122,-30.212,-42.920,2.288,0.052
5957,0.000,-7.566,20.052,20.018,0.028,-26.577,-26.436,-20.599,-42.894,3.510,-0.000
5958,0.000,-10.088,20.046,20.011,0.029,-26.589,-25.749,-23.346,-42.867,4.682,-0.000
5959,0.000,-6.360,20.038,20.004,0.027,-26.601,-26.779,-32.959,-42.840,2.953,-0.000
5960,-0.110,-9.979,20.032,19.998,0.027,-26.613,-25.749,-26.093,-42.813,4.635,0.049
5961,-0.439,-7.786,20.026,19.991,0.028,-26.625,-26.436,-23.346,-42.786,3.618,0.202
5962,-0.768,-9.211,20.020,19.985,0.029,-26.637,-26.093,-21.973,-42.759,4.282,0.350
5963,-1.097,-13.817,20.013,19.978,0.029,-26.649,-24.719,-27.466,-42.732,6.426,0.473
5964,-1.645,-6.579,20.005,19.971,0.027,-26.661,-26.779,-34.332,-42.705,3.062,0.769
5965,-2.303,-11.624,20.000,19.965,0.029,-26.673,-25.406,-17.853,-42.678,5.411,1.021
5966,-2.961,-10.637,19.994,19.958,0.030,-26.685,-25.749,-23.346,-42.651,4.954,1.331
5967,-3.838,-7.018,19.987,19.951,0.029,-26.697,-26.779,-31.586,-42.623,3.270,1.794
5968,-4.715,-10.417,19.979,19.944,0.028,-26.709,-25.749,-30.212,-42.596,4.856,2.119
5969,-5.702,5.044,19.970,19.938,0.026,-26.721,-30.212,-35.706,-42.569,-2.352,3.007
5970,-6.689,-1.206,19.966,19.931,0.028,-26.733,-28.496,-16.479,-42.542,0.563,3.327
5971,-7.786,-7.128,19.960,19.924,0.029,-26.745,-26.779,-24.719,-42.515,3.327,3.639
5972,-8.882,-4.606,19.952,19.918,0.027,-26.756,-27.466,-32.959,-42.488,2.151,4.258
5973,-9.650,-11.624,19.945,19.911,0.027,-26.768,-25.406,-27.466,-42.461,5.430,4.279
5974,-10.198,-8.444,19.939,19.904,0.028,-26.780,-26.436,-20.599,-42.433,3.947,4.705
5975,-10.856,-2.412,19.932,19.898,0.027,-26.792,-28.152,-31.586,-42.406,1.128,5.334
5976,-11.514,-9.540,19.925,19.891,0.028,-26.804,-26.093,-24.719,-42.379,4.463,5.243
5977,-12.281,-7.128,19.918,19.884,0.027,-26.816,-26.779,-30.212,-42.352,3.336,5.740
5978,-12.939,-3.728,19.912,19.878,0.027,-26.828,-27.809,-24.719,-42.325,1.746,6.280
5979,-13.268,-10.856,19.906,19.871,0.028,-26.840,-25.749,-23.346,-42.297,5.085,5.963
5980,-13.707,-6.141,19.898,19.864,0.027,-26.852,-27.122,-30.212,-42.270,2.878,6.489
5981,-13.817,-7.237,19.891,19.857,0.027,-26.864,-26.779,-28.839,-42.243,3.393,6.458
5982,-13.817,-8.553,19.885,19.851,0.028,-26.876,-26.436,-23.346,-42.215,4.012,6.375
5983,-13.817,-12.501,19.880,19.844,0.030,-26.887,-25.406,-19.226,-42.188,5.866,6.127
5984,-13.817,-14.804,19.874,19.837,0.030,-26.899,-24.719,-27.466,-42.161,6.950,5.961
5985,-13.488,-8.663,19.865,19.831,0.027,-26.911,-26.436,-35.706,-42.133,4.069,6.223
5986,-13.159,-13.707,19.860,19.824,0.030,-26.923,-25.063,-17.853,-42.106,6.441,5.756
5987,-12.939,-4.277,19.853,19.817,0.029,-26.935,-27.809,-30.212,-42.078,2.010,6.280
5988,-12.720,-4.277,19.846,19.810,0.029,-26.947,-27.809,-27.466,-42.051,2.011,6.174
5989,-12.501,-6.470,19.838,19.804,0.027,-26.959,-27.122,-32.959,-42.024,3.044,5.918
5990,-12.062,2.851,19.830,19.797,0.027,-26.971,-29.869,-28.839,-41.996,-1.342,6.288
5991,-11.404,-6.799,19.826,19.790,0.029,-26.982,-27.122,-19.226,-41.969,3.202,5.399
5992,-10.637,0.439,19.817,19.783,0.026,-26.994,-29.182,-35.706,-41.941,-0.207,5.418
5993,-9.869,-7.786,19.811,19.777,0.027,-27.006,-26.779,-23.346,-41.914,3.670,4.613
5994,-9.101,-5.263,19.803,19.770,0.026,-27.018,-27.466,-31.586,-41.886,2.482,4.363
5995,-8.444,-3.180,19.797,19.763,0.027,-27.030,-28.152,-21.973,-41.859,1.500,4.149
5996,-7.786,-11.514,19.791,19.756,0.028,-27.042,-25.749,-26.093,-41.831,5.434,3.499
5997,-7.347,-1.864,19.782,19.750,0.026,-27.053,-28.496,-34.332,-41.804,0.880,3.654
5998,-6.799,-10.308,19.777,19.743,0.027,-27.065,-26.093,-21.973,-41.776,4.869,3.096
5999,-6.141,-4.386,19.770,19.736,0.027,-27.077,-27.809,-28.839,-41.748,2.073,2.980
6000,-5.592,-9.430,19.764,19.729,0.028,-27.089,-26.436,-20.599,-41.721,4.459,2.580
6001,-5.154,-20.177,19.759,19.723,0.030,-27.101,-23.346,-21.973,-41.693,9.544,2.100
6002,-4.496,-14.365,19.752,19.716,0.029,-27.113,-25.063,-28.839,-41.665,6.798,1.967
6003,-3.948,-11.843,19.744,19.709,0.028,-27.124,-25.749,-31.586,-41.638,5.607,1.774
6004,-3.399,-13.378,19.739,19.702,0.030,-27.136,-25.406,-19.226,-41.610,6.336,1.507
6005,-2.851,-8.772,19.732,19.695,0.030,-27.148,-26.779,-27.466,-41.582,4.157,1.333
6006,-2.303,-9.869,19.725,19.689,0.030,-27.160,-26.436,-27.466,-41.555,4.678,1.062
6007,-1.754,-18.313,19.720,19.682,0.031,-27.172,-24.033,-21.973,-41.527,8.684,0.736
6008,-1.206,-17.545,19.715,19.675,0.033,-27.184,-24.376,-20.599,-41.499,8.324,0.513
6009,-0.768,-8.992,19.705,19.668,0.030,-27.195,-26.779,-37.079,-41.471,4.268,0.359
6010,-0.439,-6.470,19.698,19.661,0.030,-27.207,-27.466,-30.212,-41.444,3.072,0.210
6011,-0.219,-10.417,19.693,19.655,0.032,-27.219,-26.436,-17.853,-41.416,4.949,0.101
6012,-0.110,-0.987,19.685,19.648,0.031,-27.231,-29.182,-31.586,-41.388,0.469,0.056
6013,0.000,-14.036,19.680,19.641,0.032,-27.242,-25.406,-21.973,-41.360,6.674,-0.000
6014,0.000,-15.242,19.673,19.634,0.032,-27.254,-25.063,-28.839,-41.332,7.250,-0.000
6015,-0.110,-7.018,19.666,19.627,0.032,-27.266,-27.466,-27.466,-41.304,3.340,0.053
6016,-0.219,-14.255,19.660,19.621,0.033,-27.278,-25.406,-23.346,-41.277,6.787,0.097
6017,-0.548,-4.715,19.652,19.614,0.031,-27.290,-28.152,-32.959,-41.249,2.246,0.269
6018,-1.097,-4.715,19.645,19.607,0.031,-27.301,-28.152,-28.839,-41.221,2.247,0.539
6019,-1.645,-5.921,19.638,19.600,0.031,-27.313,-27.809,-26.093,-41.193,2.823,0.798
6020,-2.303,-7.457,19.633,19.593,0.032,-27.325,-27.466,-21.973,-41.165,3.556,1.104
6021,-3.070,-18.313,19.627,19.586,0.034,-27.337,-24.376,-20.599,-41.137,8.737,1.306
6022,-3.838,-20.725,19.621,19.580,0.034,-27.348,-23.689,-26.093,-41.109,9.892,1.587
6023,-4.606,-10.966,19.612,19.573,0.032,-27.360,-26.436,-37.079,-41.081,5.236,2.125
6024,-5.483,-3.838,19.604,19.566,0.031,-27.372,-28.496,-30.212,-41.053,1.834,2.727
6025,-6.689,-4.167,19.599,19.559,0.033,-27.384,-28.496,-20.599,-41.025,1.992,3.327
6026,-8.005,4.167,19.590,19.552,0.031,-27.395,-30.899,-35.706,-40.997,-1.992,4.317
6027,-9.540,-3.948,19.583,19.545,0.031,-27.407,-28.496,-27.466,-40.969,1.888,4.745
6028,-10.637,-14.913,19.579,19.539,0.033,-27.419,-25.406,-17.853,-40.941,7.137,4.716
6029,-11.514,-6.579,19.571,19.532,0.033,-27.431,-27.809,-30.212,-40.913,3.150,5.588
6030,-12.281,-8.772,19.563,19.525,0.031,-27.442,-27.122,-32.959,-40.884,4.202,5.814
6031,-12.830,-9.979,19.556,19.518,0.032,-27.454,-26.779,-26.093,-40.856,4.781,5.996
6032,-13.378,1.754,19.548,19.511,0.031,-27.466,-30.212,-31.586,-40.828,-0.841,7.054
6033,-14.036,-0.548,19.542,19.504,0.031,-27.477,-29.526,-27.466,-40.800,0.263,7.233
6034,-14.475,-6.470,19.535,19.497,0.031,-27.489,-27.809,-26.093,-40.772,3.104,7.025
6035,-14.804,0.658,19.526,19.490,0.029,-27.501,-29.869,-34.332,-40.744,-0.316,7.717
6036,-14.694,-10.198,19.522,19.484,0.031,-27.513,-26.779,-19.226,-40.715,4.897,6.868
6037,-14.475,-7.786,19.514,19.477,0.031,-27.524,-27.466,-30.212,-40.687,3.740,6.939
6038,-14.036,-0.439,19.506,19.470,0.029,-27.536,-29.526,-34.332,-40.659,0.211,7.233
6039,-13.707,-2.632,19.498,19.463,0.028,-27.548,-28.839,-31.586,-40.631,1.265,6.899
6040,-13.488,10.308,19.489,19.456,0.026,-27.559,-32.616,-34.332,-40.602,-4.958,7.678
6041,-13.268,-2.961,19.485,19.449,0.029,-27.571,-28.839,-15.106,-40.574,1.425,6.678
6042,-12.720,-8.882,19.478,19.442,0.029,-27.583,-27.122,-27.466,-40.546,4.276,6.021
6043,-12.062,-9.979,19.471,19.435,0.029,-27.594,-26.779,-30.212,-40.517,4.806,5.638
6044,-11.075,-10.966,19.463,19.428,0.027,-27.606,-26.436,-32.959,-40.489,5.283,5.110
6045,-10.198,-0.439,19.456,19.422,0.027,-27.618,-29.526,-27.466,-40.461,0.211,5.255
6046,-9.540,-4.277,19.450,19.415,0.028,-27.629,-28.496,-23.346,-40.432,2.062,4.745
6047,-9.211,-6.579,19.443,19.408,0.028,-27.641,-27.809,-27.466,-40.404,3.174,4.471
6048,-8.882,-8.882,19.436,19.401,0.028,-27.653,-27.122,-30.212,-40.375,4.287,4.205
6049,-8.553,-8.882,19.429,19.394,0.028,-27.664,-27.122,-27.466,-40.347,4.289,4.049
6050,-8.005,-7.895,19.422,19.387,0.029,-27.676,-27.466,-24.719,-40.319,3.814,3.837
6051,-7.457,-3.070,19.414,19.380,0.027,-27.688,-28.839,-32.959,-40.290,1.484,3.753
6052,-7.018,3.070,19.405,19.373,0.025,-27.699,-30.556,-37.079,-40.262,-1.484,3.743
6053,-6.470,-1.754,19.399,19.366,0.026,-27.711,-29.182,-21.973,-40.233,0.849,3.295
6054,-5.921,-5.702,19.394,19.359,0.028,-27.723,-28.152,-20.599,-40.205,2.759,2.910
6055,-5.373,-7.895,19.387,19.352,0.027,-27.734,-27.466,-30.212,-40.176,3.822,2.576
6056,-4.715,-11.295,19.379,19.345,0.026,-27.746,-26.436,-32.959,-40.147,5.470,2.176
6057,-4.057,-5.373,19.371,19.339,0.026,-27.758,-28.152,-28.839,-40.119,2.603,1.994
6058,-3.399,-4.496,19.366,19.332,0.027,-27.769,-28.496,-21.973,-40.090,2.179,1.691
6059,-2.851,0.329,19.357,19.325,0.025,-27.781,-29.869,-35.706,-40.062,-0.160,1.486
6060,-2.193,-8.005,19.351,19.318,0.026,-27.792,-27.466,-23.346,-40.033,3.883,1.051
6061,-1.645,-7.895,19.344,19.311,0.026,-27.804,-27.466,-28.839,-40.004,3.831,0.788
6062,-1.206,-3.290,19.337,19.304,0.026,-27.816,-28.839,-27.466,-39.976,1.597,0.607
6063,-0.768,-21.493,19.333,19.297,0.029,-27.827,-23.689,-15.106,-39.947,10.439,0.317
6064,-0.439,-14.255,19.325,19.290,0.028,-27.839,-25.749,-31.586,-39.918,6.926,0.197
6065,-0.219,-9.430,19.317,19.283,0.027,-27.851,-27.122,-34.332,-39.890,4.584,0.104
6066,0.000,-10.637,19.310,19.276,0.027,-27.862,-26.779,-26.093,-39.861,5.172,-0.000
6067,0.000,-7.566,19.305,19.269,0.029,-27.874,-27.809,-19.226,-39.832,3.681,-0.000
6068,0.000,-2.522,19.296,19.262,0.027,-27.885,-29.182,-37.079,-39.803,1.227,-0.000
6069,0.000,-13.378,19.291,19.255,0.029,-27.897,-26.093,-21.973,-39.775,6.514,-0.000
6070,-0.219,-9.759,19.283,19.248,0.028,-27.909,-27.122,-30.212,-39.746,4.754,0.104
6071,-0.548,-7.786,19.278,19.241,0.030,-27.920,-27.809,-21.973,-39.717,3.794,0.266
6072,-0.877,-6.141,19.268,19.234,0.027,-27.932,-28.152,-38.452,-39.688,2.994,0.431
6073,-1.426,0.768,19.260,19.227,0.026,-27.943,-30.212,-30.212,-39.659,-0.374,0.752
6074,-1.974,-2.741,19.254,19.220,0.027,-27.955,-29.182,-26.093,-39.631,1.338,1.005
6075,-2.741,-2.961,19.248,19.213,0.028,-27.966,-29.182,-21.973,-39.602,1.445,1.396
6076,-3.399,-16.119,19.243,19.206,0.029,-27.978,-25.406,-23.346,-39.573,7.871,1.507
6077,-4.167,-11.185,19.234,19.199,0.027,-27.989,-26.779,-35.706,-39.544,5.464,1.948
6078,-5.044,-12.501,19.227,19.192,0.028,-28.001,-26.436,-24.719,-39.515,6.109,2.327
6079,-5.812,-14.036,19.222,19.185,0.030,-28.013,-26.093,-20.599,-39.486,6.862,2.647
6080,-7.018,-3.180,19.213,19.178,0.028,-28.024,-29.182,-35.706,-39.457,1.555,3.574
6081,-8.334,-7.786,19.206,19.171,0.028,-28.036,-27.809,-30.212,-39.428,3.810,4.045
6082,-9.650,-3.070,19.198,19.164,0.027,-28.047,-29.182,-30.212,-39.399,1.503,4.915
6083,-10.856,5.044,19.191,19.157,0.027,-28.059,-31.586,-30.212,-39.370,-2.470,5.985
6084,-11.733,-14.255,19.187,19.150,0.030,-28.070,-26.093,-13.733,-39.341,6.984,5.343
6085,-12.391,-16.558,19.180,19.143,0.030,-28.082,-25.406,-27.466,-39.312,8.115,5.494
6086,-12.939,-11.624,19.171,19.136,0.028,-28.093,-26.779,-35.706,-39.283,5.699,6.048
6087,-13.268,-12.830,19.164,19.129,0.028,-28.105,-26.436,-28.839,-39.254,6.293,6.122
6088,-13.707,-10.966,19.160,19.122,0.031,-28.116,-27.122,-16.479,-39.225,5.381,6.489
6089,-14.365,-1.206,19.151,19.115,0.029,-28.128,-29.869,-38.452,-39.196,0.592,7.489
6090,-14.913,-10.746,19.144,19.108,0.029,-28.139,-27.122,-24.719,-39.166,5.278,7.060
6091,-15.133,-18.203,19.139,19.101,0.031,-28.151,-25.063,-20.599,-39.137,8.944,6.619
6092,-15.133,-10.088,19.133,19.094,0.032,-28.162,-27.466,-26.093,-39.108,4.959,7.254
6093,-14.913,-19.519,19.126,19.087,0.032,-28.174,-24.719,-27.466,-39.079,9.598,6.434
6094,-14.475,-13.597,19.118,19.080,0.031,-28.185,-26.436,-31.586,-39.050,6.689,6.678
6095,-14.475,-6.579,19.111,19.073,0.031,-28.197,-28.496,-28.839,-39.021,3.238,7.199
6096,-14.255,-7.895,19.105,19.066,0.032,-28.208,-28.152,-24.719,-38.991,3.887,7.004
6097,-14.255,-5.592,19.097,19.059,0.031,-28.220,-28.839,-30.212,-38.962,2.754,7.175
6098,-13.926,-11.624,19.091,19.052,0.032,-28.231,-27.122,-24.719,-38.933,5.727,6.592
6099,-13.268,-12.830,19.084,19.045,0.032,-28.243,-26.779,-27.466,-38.903,6.324,6.201
6100,-12.281,-9.321,19.077,19.037,0.032,-28.254,-27.809,-28.839,-38.874,4.596,5.961
6101,-11.404,-3.180,19.067,19.030,0.030,-28.266,-29.526,-37.079,-38.845,1.569,5.877
6102,-10.637,-2.083,19.061,19.023,0.031,-28.277,-29.869,-26.093,-38.816,1.028,5.545
6103,-10.088,-0.987,19.054,19.016,0.030,-28.289,-30.212,-28.839,-38.786,0.487,5.320
6104,-9.430,-2.193,19.047,19.009,0.031,-28.300,-29.869,-27.466,-38.757,1.083,4.916
6105,-8.772,-17.874,19.042,19.002,0.033,-28.312,-25.406,-19.226,-38.727,8.832,3.890
6106,-8.005,-14.255,19.035,18.995,0.032,-28.323,-26.436,-30.212,-38.698,7.047,3.693
6107,-7.237,-6.908,19.025,18.988,0.030,-28.334,-28.496,-37.079,-38.669,3.416,3.599
6108,-6.470,-8.224,19.019,18.981,0.031,-28.346,-28.152,-26.093,-38.639,4.069,3.179
6109,-5.812,-6.141,19.013,18.974,0.032,-28.357,-28.839,-21.973,-38.610,3.039,2.925
6110,-5.263,-11.075,19.007,18.967,0.033,-28.369,-27.466,-24.719,-38.580,5.484,2.523
6111,-4.496,-15.681,18.999,18.960,0.032,-28.380,-26.093,-31.586,-38.551,7.767,2.047
6112,-3.838,-21.931,18.994,18.952,0.035,-28.392,-24.376,-19.226,-38.521,10.868,1.633
6113,-3.070,-21.054,18.988,18.945,0.036,-28.403,-24.719,-23.346,-38.492,10.437,1.325
6114,-2.412,-13.817,18.980,18.938,0.035,-28.414,-26.779,-32.959,-38.462,6.852,1.128
6115,-1.754,-14.913,18.973,18.931,0.034,-28.426,-26.436,-30.212,-38.432,7.399,0.810
6116,-1.206,-8.005,18.966,18.924,0.035,-28.437,-28.496,-27.466,-38.403,3.973,0.600
6117,-0.768,-11.953,18.961,18.917,0.037,-28.449,-27.466,-19.226,-38.373,5.935,0.368
6118,-0.439,-20.396,18.955,18.910,0.038,-28.460,-25.063,-23.346,-38.344,10.131,0.192
6119,-0.219,-16.668,18.947,18.903,0.037,-28.472,-26.093,-34.332,-38.314,8.283,0.100
6120,0.000,-17.984,18.940,18.896,0.037,-28.483,-25.749,-26.093,-38.284,8.940,-0.000
6121,0.000,-16.010,18.935,18.888,0.039,-28.494,-26.436,-21.973,-38.255,7.962,-0.000
6122,0.000,-6.360,18.926,18.881,0.038,-28.506,-29.182,-34.332,-38.225,3.164,-0.000
6123,-0.110,-11.075,18.919,18.874,0.037,-28.517,-27.809,-28.839,-38.195,5.512,0.053
6124,-0.548,-7.566,18.911,18.867,0.037,-28.528,-28.839,-30.212,-38.166,3.767,0.276
6125,-1.097,-4.167,18.905,18.860,0.038,-28.540,-29.869,-26.093,-38.136,2.076,0.572
6126,-1.645,-15.023,18.899,18.853,0.039,-28.551,-26.779,-21.973,-38.106,7.486,0.769
6127,-2.412,-16.339,18.892,18.846,0.040,-28.563,-26.436,-27.466,-38.076,8.145,1.113
6128,-3.290,-6.470,18.882,18.839,0.036,-28.574,-29.182,-41.199,-38.047,3.227,1.676
6129,-4.167,-6.579,18.876,18.831,0.037,-28.585,-29.182,-26.093,-38.017,3.283,2.122
6130,-5.154,-9.321,18.871,18.824,0.039,-28.597,-28.496,-19.226,-37.987,4.652,2.563
6131,-6.360,-7.018,18.863,18.817,0.039,-28.608,-29.182,-30.212,-37.957,3.504,3.239
6132,-7.566,-13.817,18.855,18.810,0.038,-28.619,-27.122,-32.959,-37.927,6.901,3.582
6133,-8.882,-14.036,18.848,18.803,0.038,-28.631,-27.122,-26.093,-37.897,7.014,4.205
6134,-10.088,-11.953,18.843,18.796,0.040,-28.642,-27.809,-21.973,-37.867,5.975,4.897
6135,-11.514,-2.083,18.833,18.788,0.037,-28.653,-30.556,-41.199,-37.837,1.042,6.140
6136,-12.830,-1.974,18.824,18.781,0.036,-28.665,-30.556,-32.959,-37.808,0.987,6.842
6137,-14.036,0.219,18.817,18.774,0.036,-28.676,-31.242,-28.839,-37.778,-0.110,7.654
6138,-15.133,0.000,18.812,18.767,0.038,-28.687,-31.242,-21.973,-37.748,-0.000,8.252
6139,-15.790,-10.527,18.804,18.760,0.038,-28.699,-28.152,-28.839,-37.718,5.273,7.759
6140,-16.010,-9.211,18.796,18.753,0.036,-28.710,-28.496,-34.332,-37.688,4.616,7.962
6141,-15.900,-11.624,18.789,18.745,0.037,-28.721,-27.809,-26.093,-37.658,5.827,7.717
6142,-15.681,-4.606,18.782,18.738,0.036,-28.733,-29.869,-30.212,-37.628,2.310,8.175
6143,-15.900,0.110,18.773,18.731,0.035,-28.744,-31.242,-34.332,-37.598,-0.055,8.670
6144,-16.010,-8.115,18.767,18.724,0.036,-28.755,-28.839,-24.719,-37.567,4.072,8.058
6145,-16.119,2.632,18.757,18.717,0.034,-28.767,-31.929,-38.452,-37.537,-1.321,8.983
6146,-15.900,-2.083,18.751,18.709,0.035,-28.778,-30.556,-24.719,-37.507,1.046,8.480
6147,-15.352,-12.939,18.746,18.702,0.036,-28.789,-27.466,-21.973,-37.477,6.502,7.359
